P1_TT_d,P1_TT_n,P2_TT_d,P2_TT_n
0.041,0.0036055513,0.081080207,0.47691823
0.089246849,0.0036055513,0.076144599,0.31400796
0.047560488,0.006,0.049578221,0.41434527
0.08827797,0.007,0.21568727,0.28425517
0.1373936,0.007,0.31136313,0.28657285
0.10265963,0.010816654,0.16773789,0.3144837
0.020124612,0.009,0.60450476,0.36213119
0.049929951,0.007,0.2980822,0.57299651
0.016552945,0.009486833,0.21461128,0.2014423
0.045617979,0.011,0.12618637,0.56827722
0.074249579,0.0063245553,0.056035703,0.15674502
0.1337236,0.012409674,0.054240206,0.17860011
0.23551221,0.01421267,0.039974992,0.17381599
0.071232015,0.0042426407,0.070221079,0.25613083
0.058677082,0.0084852814,0.064730209,0.17914798
0.066828138,0.0042426407,0.056903427,0.75157235
0.035510562,0.0067082039,0.059312731,0.25970368
0.060207973,0.013747727,0.048020829,0.50945167
0.070221079,0.006,0.045177428,0.40558723
0.2221441,0.009486833,0.10538026,0.22177691
0.17714119,0.0099498744,0.031400637,0.38018154
0.19121454,0.0042426407,0.064288413,0.36332355
0.50850467,0.0058309519,0.078108898,0.67497704
0.32968015,0.0036055513,0.23165707,0.16009997
0.88194388,0.006,0.45496483,0.05598214
1.0364893,0.006,0.17217143,0.018466185
0.31807861,0.0073484692,0.032310989,0.081246538
0.13865425,0.012369317,0.12819906,0.036619667
0.1040817,0.013076697,0.32806097,0.067808554
0.1810221,0.010816654,0.30528839,0.068665858
0.10332957,0.0067082039,0.23215081,0.058446557
0.12700787,0.0,0.37955105,0.097365292
0.13755363,0.0,0.48469165,0.16457825
0.0601415,0.0,0.28983789,0.13702919
0.18004722,0.0,0.45366287,0.10927488
0.26612403,0.0,0.4361353,0.29551819
0.35289233,0.0,0.15721323,0.69802435
0.37077352,0.0,0.27938146,0.80542784
0.30535389,0.0,0.38693798,0.55568786
0.21593749,0.0,0.33530583,0.21288964
0.11974974,0.0,0.55244004,0.14681962
0.13017296,0.0,0.28166292,0.15077798
0.10973605,0.0,0.11735416,0.068600292
0.027784888,0.0,0.059916609,0.025455844
0.022045408,0.0,0.087286883,0.14820594
0.009486833,0.0,0.072429276,0.094678403
0.012,0.0,0.082680106,0.042544095
0.035972211,0.0,0.034234486,0.19238503
0.035,0.0,0.11014536,0.081492331
0.010816654,0.0,0.052924474,0.1296611
0.012369317,0.0,0.13604779,0.3864324
0.009486833,0.0,0.10235233,0.36653104
0.013416408,0.0,0.17011173,0.54942697
0.0042426407,0.0,0.11428036,0.33856314
0.0042426407,0.0,0.073068461,0.53645689
0.003,0.0,0.081798533,0.31432626
0.0067082039,0.0,0.045022217,0.14052046
0.0067082039,0.0,0.057948253,0.11338871
0.009,0.0,0.056373753,0.11677757
0.006,0.0,0.023853721,0.047349762
0.0067082039,0.0,0.018708287,0.088374204
0.0067082039,0.0,0.009,0.081541401
0.0067082039,0.0,0.0067082039,0.055163394
0.0067082039,0.0,0.0067082039,0.09775991
0.006,0.0,0.015297059,0.12734991
0.0073484692,0.0,0.018248288,0.11483031
0.010816654,0.0,0.010816654,0.32495692
0.02034699,0.0,0.02184033,0.64706568
0.003,0.0,0.0073484692,0.63002381
0.012369317,0.0,0.051980766,0.31467285
0.012,0.0,0.058762233,0.57084061
0.0073484692,0.0,0.13836907,1.1946795
0.017233688,0.0,0.18210162,0.6539029
0.033867388,0.0,0.35340345,0.087749644
0.03176476,0.0,0.35668754,0.055172457
0.014071247,0.0,0.43509424,0.061692787
0.0067082039,0.0,0.19182805,0.14644453
0.0051961524,0.0,0.1601312,0.10232302
0.003,0.0,0.28027308,0.13487031
0.003,0.0,0.48593107,0.36664697
0.0042426407,0.0,0.32961493,0.28472267
0.0,0.0,0.28934581,0.24848742
0.0042426407,0.0,0.13431679,0.27936714
0.003,0.0,0.2440881,0.29386051
0.003,0.0,0.20886599,0.21638392
0.0,0.0,0.15810756,0.321232
0.0067082039,0.0,0.1790782,0.06433506
0.006,0.0,0.32095171,0.018493242
0.0,0.0,0.10936636,0.049799598
0.009,0.0,0.59308178,0.067889616
0.0099498744,0.0,0.59588338,0.07936624
0.0073484692,0.0,0.54700914,0.25037771
0.006,0.0,0.11471704,0.54156625
0.009486833,0.0,0.47215887,0.095273291
0.0099498744,0.0,1.2706128,0.14794932
0.0042426407,0.0,0.45921781,0.14060228
0.0073484692,0.0,0.12073525,0.040410395
0.0073484692,0.0,0.35310197,0.029580399
0.009,0.0,0.34001912,0.067357256
0.011224972,0.0,0.20307634,0.11345924
0.011224972,0.0,0.14449913,0.088051122
0.0067082039,0.0,0.32204503,0.15462535
0.003,0.0,0.12602777,0.4003973
0.006,0.0,0.37385291,0.24151605
0.010816654,0.0,0.36522459,0.48140004
0.009486833,0.0,0.10612257,0.42258017
0.010816654,0.0,0.16603614,0.393967
0.0084852814,0.0,0.14659468,0.60635798
0.011224972,0.0,0.080349238,0.19900251
0.0042426407,0.0,0.3140414,0.22940357
0.0067082039,0.0,0.25259256,0.087372765
0.009486833,0.0,0.29745252,0.070349129
0.0073484692,0.0,0.17906703,0.042848571
0.0051961524,0.0,0.12776541,0.050089919
0.0067082039,0.0,0.089465077,0.097637083
0.0042426407,0.0,0.41858571,0.13253301
0.011224972,0.0,0.52153811,0.39303689
0.003,0.0,0.27220029,0.42870269
0.009,0.0,0.27487815,0.28862779
0.013747727,0.0,0.2471538,0.22208332
0.012727922,0.0,0.03215587,0.048259714
0.006,0.0,0.12229881,0.10965856
0.003,0.0,0.020736441,0.1411276
0.006,0.0,0.0073484692,0.06483826
0.0099498744,0.0,0.051565492,0.020518285
0.009486833,0.0,0.081221918,0.057175169
0.006,0.0,0.071519228,0.027820855
0.0051961524,0.0,0.20941824,0.12102892
0.003,0.0,0.22571442,0.10422092
0.006,0.0,0.083743656,0.009
0.003,0.0,0.024186773,0.061708994
0.0067082039,0.0,0.06495383,0.093898882
0.0042426407,0.0,0.034785054,0.031575307
0.009486833,0.0,0.13185219,0.03283291
0.0067082039,0.0,0.19010786,0.032
0.009486833,0.0,0.298451,0.029614186
0.006,0.0,1.6305146,0.015
0.0067082039,0.0,0.095571962,0.014696938
0.0073484692,0.0,0.2752181,0.011224972
0.0067082039,0.0,0.080286985,0.009
0.011224972,0.0,0.082734515,0.009
0.009,0.0,0.036249138,0.0073484692
0.003,0.0,0.020248457,0.012369317
0.0084852814,0.0,0.009486833,0.0042426407
0.003,0.0,0.049457052,0.003
0.0067082039,0.0,0.16024044,0.0099498744
0.006,0.0,0.098984847,0.009
0.0042426407,0.0,0.11653755,0.0067082039
0.0067082039,0.0,0.29733146,0.0067082039
0.0,0.0,0.17523984,0.009486833
0.0,0.0,0.082788888,0.015588457
0.0,0.0,0.067631354,0.012369317
0.0,0.0,0.13237447,0.024698178
0.0,0.0,0.06041523,0.013
0.0,0.0,0.062361847,0.021213203
0.0,0.0,0.071175839,0.028896367
0.0,0.0,0.10429286,0.015264338
0.0,0.0,0.041773197,0.018601075
0.0,0.0,0.081712912,0.009
0.0,0.0,0.049426713,0.021
0.0,0.0,0.033674916,0.032295511
0.0,0.0,0.053740115,0.029529646
0.0,0.0,0.18754733,0.009
0.0,0.0,0.093429118,0.030430248
0.0,0.0,0.074357246,0.028757608
0.0,0.0,0.058266629,0.029698485
0.0,0.0,0.10486658,0.02
0.0,0.0,0.32986512,0.038794329
0.0,0.0,0.23170887,0.027
0.0,0.0,0.2525589,0.050019996
0.0,0.0,0.83522093,0.042213742
0.0,0.0,0.79388979,0.097637083
0.0,0.0,0.41755718,0.42429471
0.0,0.0,0.3169227,0.72123436
0.0,0.0,0.44778343,0.17819652
0.0,0.0,1.2037815,0.35225133
0.0,0.0,0.3272965,0.096633328
0.0,0.0,0.18041341,0.011224972
0.0,0.0,0.21092416,0.073986485
0.0,0.0,0.049678969,0.11386835
0.0,0.0,0.11612063,0.096886532
0.0,0.0,0.031032241,0.011224972
0.0,0.0,0.085965109,0.10348913
0.0,0.0,0.078492038,0.081926797
0.0,0.0,0.12712985,0.22847976
0.0,0.0,0.063788714,0.12859238
0.0,0.0,0.13367872,0.23789493
0.0,0.0,0.08205486,0.27892651
0.0,0.0,0.052325902,0.039698866
0.0,0.0,0.10263528,0.098336158
0.0,0.0,0.094915752,0.23221972
0.0,0.014071247,0.16848145,0.12873616
0.0,0.0042426407,0.07940403,0.044204072
0.0,0.0067082039,0.12455922,0.18714967
0.0,0.0073484692,0.02611513,0.16679628
0.0,0.003,0.15569522,0.063269266
0.0,0.0042426407,0.17817688,0.15616017
0.0,0.009486833,0.13529967,0.029765752
0.0,0.012727922,0.10427847,0.032186954
0.0,0.013416408,0.32485381,0.009
0.0,0.0042426407,0.31339592,0.011224972
0.0,0.012727922,0.26714041,0.024186773
0.0,0.0067082039,0.28744565,0.011224972
0.0,0.003,0.035860842,0.020124612
0.0,0.003,0.13921566,0.02184033
0.0,0.0067082039,0.13240468,0.012369317
0.0,0.012369317,0.16797619,0.0084852814
0.0,0.006,0.10477118,0.0067082039
0.0,0.003,0.11244554,0.02634388
0.0,0.0099498744,0.18459144,0.031240999
0.0,0.009,0.097994898,0.097698516
0.0,0.0,0.034655447,0.20238083
0.0,0.0042426407,0.026,0.28854462
0.0,0.0042426407,0.032787193,0.22944062
0.0,0.0067082039,0.027,0.085941841
0.0,0.009486833,0.016155494,0.14692175
0.0,0.0099498744,0.014317821,0.14334922
0.0,0.003,0.31066702,0.075392307
0.0,0.0067082039,0.33461321,0.044485953
0.0,0.0051961524,0.35659921,0.062225397
0.0,0.003,0.040926764,0.046195238
0.0,0.0067082039,0.41540703,0.036932371
0.0,0.006,0.24443199,0.032878564
0.0,0.016155494,0.19512304,0.39667745
0.0,0.010816654,0.013453624,0.40814826
0.0,0.0067082039,0.06565059,0.1369708
0.0,0.0067082039,0.051826634,0.069455021
0.0,0.0051961524,0.14124093,0.047423623
0.0,0.0067082039,0.13111064,0.061943523
0.0,0.0051961524,0.13973546,0.029
0.0,0.0099498744,0.065764732,0.077278716
0.0,0.0067082039,0.065924199,0.052278102
0.0,0.0051961524,0.017,0.099508794
0.0,0.0067082039,0.0042426407,0.071232015
0.0,0.0,0.019390719,0.092162899
0.0,0.003,0.022869193,0.047244047
0.0,0.016431677,0.003,0.08063498
0.0,0.082273933,0.0084852814,0.053037722
0.0,0.10307764,0.0073484692,0.095713113
0.0,0.038327536,0.0042426407,0.14418738
0.0,0.017916473,0.0042426407,0.035355339
0.0,0.041545156,0.012369317,0.052201533
0.0,0.025980762,0.0,0.045617979
0.0,0.04411349,0.012369317,0.041158231
0.0,0.044598206,0.003,0.13921566
0.0,0.015297059,0.10948059,0.099704564
0.0,0.022135944,0.092357999,0.7309617
0.0,0.013747727,0.013747727,0.19239023
0.0,0.010723805,0.0067082039,0.069173694
0.0,0.059757845,0.0073484692,0.13101527
0.0,0.079101201,0.0051961524,0.065749525
0.0,0.036728735,0.009486833,0.10057336
0.0,0.038392708,0.006,0.024186773
0.0,0.010816654,0.014696938,0.04973932
0.0,0.022045408,0.012369317,0.019313208
0.0,0.040137264,0.0099498744,0.054753995
0.0,0.028301943,0.0099498744,0.024186773
0.0,0.04482187,0.009,0.013747727
0.0,0.058111961,0.011224972,0.02879236
0.0,0.02184033,0.0042426407,0.057175169
0.0,0.027331301,0.023706539,0.05450688
0.0,0.037363083,0.030016662,0.082716383
0.0,0.04652956,0.029086079,0.003
0.0,0.015937377,0.25789339,0.036249138
0.0,0.036932371,0.36481365,0.059556696
0.0,0.025357445,0.49105702,0.043920383
0.0,0.003,0.82784238,0.039166312
0.0,0.012529964,0.64531078,0.049979996
0.0,0.018841444,0.27092065,0.057775427
0.0,0.013747727,0.26203244,0.051662365
0.0,0.013747727,0.0601415,0.02805352
0.0,0.018493242,0.28754304,0.052697249
0.0,0.014696938,0.15057888,0.055443665
0.0,0.01029563,0.25419087,0.046335731
0.0,0.021213203,0.42370981,0.21392055
0.0,0.010816654,0.35301133,0.18014161
0.0,0.0058309519,0.023622024,0.32404938
0.0,0.0058309519,0.12118168,0.28832967
0.0,0.013,0.055145263,0.14858668
0.0,0.012369317,0.17739504,0.119105
0.0,0.0,0.22817975,0.027166155
0.0,0.0085440037,0.11221854,0.16954645
0.0,0.0058309519,0.079303216,0.2095519
0.0,0.019209373,0.18729122,0.084029757
0.0,0.060423505,0.26925824,0.48268727
0.0,0.1681755,0.34708212,0.16858232
0.0,0.24906425,0.30535553,0.2593434
0.0,0.43266731,0.20968071,0.099934979
0.0,0.64034522,0.33028018,0.43301848
0.0,0.60363814,0.64132753,0.16576188
0.0,0.13852076,0.16424677,0.42069585
0.0,0.89222419,0.20074611,0.36241965
0.0,0.31570873,0.32397685,0.14644453
0.0,0.45344129,0.19077736,0.3366066
0.0,0.72511861,0.086585218,0.23396154
0.0,0.20960439,0.10374488,0.3009269
0.0,0.17568722,0.087344147,0.57105604
0.0,0.22456402,0.98393597,0.66945201
0.0,0.4449809,1.2061546,0.28773947
0.0,0.24103319,0.27502909,0.16495151
0.0,0.27734816,0.53788661,0.090210864
0.0,0.27265546,0.29071808,0.1751171
0.0,0.13357395,0.079265377,0.099669454
0.0,0.15063864,0.44633396,0.12282508
0.0,0.096337947,0.45150969,0.053619026
0.0,0.065810334,0.97120389,0.055036352
0.0,0.054735729,0.21503023,0.006
0.0,0.023622024,0.10230836,0.0084852814
0.0,0.029631065,0.41064462,0.013
0.0,0.04835287,0.28187409,0.009486833
0.0,0.024738634,0.18106629,0.0067082039
0.0,0.023622024,0.39011152,0.003
0.0,0.041976184,0.30350124,0.0051961524
0.0,0.18302186,0.1153473,0.01421267
0.0,0.18707218,0.13954211,0.01
0.0,0.15781318,0.23218527,0.003
0.0,0.13516286,0.1413577,0.015297059
0.0,0.055812185,0.36791575,0.015297059
0.0,0.35907381,0.073171033,0.006
0.0,0.064815122,0.16868017,0.011224972
0.0,0.32408795,0.23037795,0.0067082039
0.0,0.16228678,0.21716584,0.026324893
0.0,0.13084724,0.49564907,0.017748239
0.0,0.12558264,0.38499481,0.003
0.0,0.09096153,0.13781872,0.0067082039
0.0,0.062201286,0.32903039,0.0099498744
0.0,0.03923009,0.060514461,0.009486833
0.0,0.027946377,0.53543534,0.0067082039
0.0,0.028301943,0.42428528,0.0067082039
0.0,0.042426407,0.49865218,0.0051961524
0.0,0.055758407,0.35737096,0.003
0.0,0.061139185,0.14459945,0.0067082039
0.0,0.059824744,0.20899043,0.003
0.0,0.028653098,0.24765702,0.003
0.0,0.03312099,0.25933376,0.003
0.0,0.013416408,0.03630427,0.0099498744
0.0,0.073,0.064876806,0.010392305
0.0,0.050576674,0.03748333,0.040632499
0.0,0.030561414,0.031906112,0.027622455
0.0,0.092010869,0.014696938,0.1277928
0.0,0.064730209,0.015524175,0.24355287
0.0,0.02611513,0.017492856,0.22726416
0.0,0.07940403,0.0073484692,0.060704201
0.0,0.076557168,0.009486833,0.13139635
0.0,0.078962016,0.0067082039,0.062489999
0.0,0.087321246,0.010816654,0.041436699
0.0,0.24037471,0.012,0.038301436
0.0,0.19828515,0.012727922,0.048135226
0.0,0.24654614,0.0084852814,0.025632011
0.0,0.4422601,0.0067082039,0.011224972
0.0,0.24674683,0.015,0.0067082039
0.0,0.12717311,0.015,0.012369317
0.0,0.20242035,0.0067082039,0.013747727
0.0,0.08817029,0.006,0.032015621
0.0,0.064691576,0.009486833,0.026645825
0.0,0.03906405,0.012369317,0.019519221
0.0,0.073844431,0.009486833,0.022135944
0.0,0.19284709,0.0067082039,0.036728735
0.0,0.27223887,0.003,0.023515952
0.0,0.14889929,0.0099498744,0.0046904158
0.0,0.13603676,0.012369317,0.003
0.0,0.08041766,0.015297059,0.022825424
0.0,0.11606033,0.009,0.0084852814
0.0,0.81216316,0.0073484692,0.016309506
0.0,0.69602514,0.006,0.011575837
0.0,0.91447198,0.0073484692,0.0087749644
0.0,0.3269373,0.0073484692,0.012369317
0.0,0.34105865,0.012369317,0.01118034
0.16693112,0.083552379,0.0051961524,0.022649503
0.27875617,0.094477511,0.0042426407,0.023622024
0.14682643,0.15456067,0.011224972,0.009486833
0.094899947,0.20500488,0.003,0.0085440037
0.041761226,0.040718546,0.009,0.005
0.17636893,0.12533954,0.003,0.0080622577
0.17126879,0.026683328,0.006,0.0067082039
0.036810325,0.28681004,0.009,0.016370706
0.22915933,0.21325337,0.0042426407,0.020856654
0.047728398,0.052345009,0.013747727,0.0042426407
0.13452881,0.12007498,0.014071247,0.037669616
0.029,0.17692089,0.0042426407,0.082849261
0.035735137,0.15079456,0.0073484692,0.037456642
0.029223278,0.100005,0.0084852814,0.091815031
0.024372115,0.16130096,0.0067082039,0.028106939
0.014696938,0.31738462,0.006,0.044474712
0.07184706,0.42639653,0.0,0.099045444
0.045276926,0.5923217,0.003,0.038794329
0.016155494,0.24395286,0.008,0.010816654
0.003,0.27566102,0.015556349,0.018027756
0.011224972,0.087800911,0.021748563,0.027092434
0.009486833,0.072512068,0.015066519,0.02034699
0.0073484692,0.1296958,0.0094339811,0.047391982
0.010392305,0.1025963,0.003,0.029681644
0.012884099,0.044643029,0.0058309519,0.019209373
0.016278821,0.089949986,0.002,0.028301943
0.010816654,0.042906876,0.010440307,0.016431677
0.013076697,0.12980755,0.0042426407,0.019
0.0099498744,0.11691878,0.012884099,0.023706539
0.009486833,0.034928498,0.022649503,0.011916375
0.006,0.011224972,0.017804494,0.018601075
0.003,0.05450688,0.0,0.020099751
0.003,0.040422766,0.0042426407,0.037349699
0.009486833,0.054990908,0.009486833,0.091197588
0.0067082039,0.09096153,0.011224972,0.09712878
0.016155494,0.07094364,0.016911535,0.1743961
0.029,0.64894838,0.011,0.17976373
0.29983162,0.55612319,0.0,0.29381116
0.43451352,0.053235327,0.009,0.12114041
0.47234839,0.13399627,0.009,0.070213959
0.35137729,0.099989999,0.0042426407,0.13174976
0.69195376,0.10538501,0.0073484692,0.12112803
0.22079176,0.022737634,0.009486833,0.15616017
0.27406751,0.066940272,0.0073484692,0.03324154
0.25256682,0.17082447,0.009486833,0.016970563
0.30574009,0.13761177,0.010816654,0.018493242
0.18034689,0.18818608,0.012369317,0.016911535
0.1501033,0.081098705,0.0067082039,0.049568135
0.34312388,0.075815566,0.003,0.037536649
0.14512408,0.06844706,0.003,0.011789826
0.31851845,0.080870266,0.0,0.022045408
0.11355175,0.16693112,0.003,0.012727922
0.1685319,0.13657965,0.006,0.009
0.14400694,0.1548354,0.0067082039,0.012369317
0.094292099,0.18175258,0.0042426407,0.014071247
0.035256205,0.055308227,0.0042426407,0.006
0.048259714,0.030512293,0.0073484692,0.003
0.056008928,0.039862263,0.012727922,0.0
0.045354162,0.061229078,0.0067082039,0.012369317
0.023345235,0.13597794,0.0073484692,0.012727922
0.080361682,0.057905095,0.0,0.011224972
0.04007493,0.062569961,0.0063245553,0.012369317
0.018493242,0.13345411,0.0036055513,0.010392305
0.027820855,0.12305283,0.006,0.006
0.021424285,0.099121138,0.006,0.0084852814
0.045177428,0.096182119,0.011224972,0.012369317
0.098645831,0.24863226,0.013076697,0.010816654
0.031575307,0.1575373,0.0067082039,0.011224972
0.12714165,0.22790568,0.0046904158,0.0099498744
0.20514873,0.26769199,0.002,0.010816654
0.098453034,0.14758726,0.009,0.011224972
0.3310876,0.14418391,0.009,0.0067082039
0.19378854,0.12601984,0.012369317,0.010816654
0.070007142,0.14732956,0.018708287,0.0067082039
0.060646517,0.19908792,0.020322401,0.0073484692
0.45669027,0.082486363,0.019209373,0.009
0.3199203,0.37489999,0.0092195445,0.009
0.15317963,0.52815149,0.0092195445,0.0067082039
0.069498201,0.18402174,0.013416408,0.013747727
0.056727418,0.11098198,0.0067082039,0.015
0.076772391,0.11653755,0.003,0.009486833
0.033615473,0.041412558,0.0073484692,0.0067082039
0.04411349,0.043749286,0.003,0.011224972
0.093091353,0.085276022,0.009,0.0084852814
0.059757845,0.19392266,0.010723805,0.015588457
0.029698485,0.076380626,0.014,0.021213203
0.038910153,0.055081757,0.012884099,0.012369317
0.014,0.10329569,0.015132746,0.011224972
0.022737634,0.10456577,0.022649503,0.0067082039
0.060934391,0.033075671,0.009,0.009
0.11157509,0.13052969,0.0067082039,0.010816654
0.25407282,0.053347915,0.0067082039,0.0067082039
0.17149636,0.22269935,0.003,0.012369317
0.025199206,0.36761393,0.003,0.0042426407
0.16903846,0.24037887,0.003,0.0073484692
0.24690484,0.20634922,0.003,0.009
0.29539973,0.34817955,0.009486833,0.010816654
0.074242845,0.075239617,0.011,0.022045408
0.14933519,0.14265343,0.0042426407,0.016155494
0.048928519,0.24471003,0.012409674,0.014696938
0.18794148,0.64109282,0.013747727,0.0090553851
0.035860842,0.11172287,0.0036055513,0.009486833
0.046711883,0.15079456,0.0085440037,0.016093477
0.022671568,0.052009614,0.0067082039,0.012369317
0.053674948,0.0822253,0.0073484692,0.013076697
0.061090097,0.054598535,0.0,0.003
0.065429351,0.062072538,0.0051961524,0.003
0.0042426407,0.049376108,0.014866069,0.0084852814
0.030413813,0.22275996,0.010440307,0.0067082039
0.032756679,0.22369846,0.017691806,0.0
0.013747727,0.17367498,0.014422205,0.006
0.023043437,0.038704005,0.011916375,0.009
0.019209373,0.14714958,0.01473092,0.011401754
0.038170669,0.064280635,0.0036055513,0.0090553851
0.020808652,0.1488825,0.026248809,0.009486833
0.015,0.15262372,0.021540659,0.009
0.054405882,0.10105444,0.0,0.0073484692
0.036152455,0.060975405,0.008,0.010816654
0.045749317,0.14486891,0.0036055513,0.003
0.090027773,0.12246224,0.0,0.0067082039
0.052782573,0.044788391,0.009,0.0042426407
0.081498466,0.086458082,0.010816654,0.015
0.087960218,0.19907034,0.0085440037,0.015
0.055036352,0.061449166,0.01,0.006
0.017972201,0.093322023,0.003,0.0051961524
0.034452866,0.1006926,0.0042426407,0.0084852814
0.06090156,0.065421709,0.0042426407,0.0042426407
0.049859803,0.20671236,0.010440307,0.003
0.043462628,0.28230834,0.007,0.003
0.034336569,0.15683112,0.002,0.0051961524
0.017691806,0.23735838,0.002,0.0067082039
0.010816654,0.38976147,0.010816654,0.003
0.023194827,0.40448609,0.009,0.0042426407
0.016970563,0.074249579,0.010816654,0.003
0.022649503,0.030561414,0.009486833,0.0067082039
0.013747727,0.12614278,0.0067082039,0.0
0.011224972,0.44016133,0.0042426407,0.0051961524
0.053619026,0.47975931,0.0073484692,0.009
0.054972721,0.55926827,0.0083666003,0.009486833
0.032388269,0.46976803,0.0,0.0067082039
0.039357337,0.46695824,0.0,0.0099498744
0.019209373,0.40992438,0.0,0.009486833
0.10332473,0.57189597,0.0,0.0073484692
0.097061836,0.31654542,0.0,0.0042426407
0.066287254,0.17712425,0.0,0.0067082039
0.024392622,0.094562149,0.0,0.009486833
0.016155494,0.079806015,0.0,0.0042426407
0.030265492,0.12750294,0.0,0.0084852814
0.031843367,0.34919049,0.0,0.0084852814
0.038170669,0.88463608,0.0,0.015588457
0.033970576,0.32456278,0.0,0.0042426407
0.068330081,0.5181853,0.0,0.0
0.14253771,0.20253148,0.0,0.0
0.11579724,0.27353062,0.0,0.0
0.099478641,0.29978326,0.0,0.0
0.090658701,0.13416781,0.0,0.0
0.054827001,0.15767688,0.0,0.0
0.15227935,0.13642947,0.0,0.0
0.10234256,0.12525973,0.0,0.0
0.080950602,0.21855434,0.0,0.0
0.038418745,0.15447006,0.0,0.0
0.064171645,0.085498538,0.0,0.0
0.062329768,0.098086696,0.0,0.0
0.025,0.10072735,0.0,0.0
0.085240835,0.056329388,0.0,0.0
0.096260064,0.12329234,0.0,0.0
0.21735455,0.043554563,0.0,0.0
0.19973482,0.048383882,0.0,0.0
0.074222638,0.06356886,0.0,0.0
0.23425414,0.031064449,0.0,0.0
0.2189726,0.076596345,0.0,0.0
0.090144329,0.21254176,0.0,0.0
0.11948222,0.52128591,0.0,0.0
0.085094066,0.35951495,0.0,0.0
0.060539243,0.63357794,0.0,0.0
0.07739509,0.083833168,0.0,0.0
0.13676622,0.20894497,0.0,0.0
0.1793544,0.020736441,0.0,0.0
0.081896276,0.091350972,0.0,0.0
0.18132016,0.028653098,0.0,0.0
0.11296902,0.021095023,0.0,0.0
0.12651482,0.083743656,0.0,0.0
0.06104097,0.067542579,0.0,0.0
0.065215029,0.086562116,0.0,0.0
0.13805434,0.13412308,0.0,0.0
0.070384657,0.029765752,0.0,0.0
0.14778701,0.015297059,0.0,0.0
0.17146428,0.10427847,0.0,0.0
0.093010752,0.022472205,0.0,0.0
0.13752818,0.081810757,0.0,0.0
0.012369317,0.051894123,0.0,0.0
0.14863041,0.046314145,0.0,0.0
0.29352683,0.058855756,0.0,0.0
0.056648036,0.14858668,0.0,0.0
0.31427536,0.10053358,0.0,0.0
0.098412398,0.020223748,0.0,0.0
0.23683539,0.24436448,0.0,0.0
0.15740394,0.49869129,0.0,0.0
0.12970736,0.11152578,0.0,0.0
0.057017541,0.13653205,0.0,0.0
0.036221541,0.099989999,0.0,0.0
0.043324358,0.12343014,0.0,0.0
0.015,0.084599054,0.0,0.0
0.025942244,0.046765372,0.0,0.0
0.064195015,0.093171884,0.0,0.0
0.060473135,0.22148815,0.0,0.0
0.026851443,0.187542,0.0,0.0
0.035298725,0.042237424,0.0,0.0
0.039812058,0.090906545,0.0,0.0
0.042272923,0.085895285,0.0,0.0
0.053712196,0.046583259,0.0,0.0
0.038626416,0.072284161,0.0,0.0
0.087120606,0.074249579,0.0,0.0
0.20874386,0.077103826,0.0,0.0
0.14152738,0.031336879,0.0,0.0
0.092276758,0.014525839,0.0,0.0
0.037107951,0.034785054,0.0,0.0
0.057801384,0.06685058,0.0,0.0
0.022135944,0.20636618,0.0,0.0
0.093829633,0.31158466,0.0,0.0
0.12671227,0.17303757,0.0,0.0
0.05479051,0.0042426407,0.0,0.0
0.11006362,0.13928388,0.0,0.0
0.11670476,0.062585941,0.0,0.0
0.031208973,0.061106464,0.0,0.0
0.017233688,0.055226805,0.0,0.0
0.033600595,0.059983331,0.0,0.0
0.018193405,0.034928498,0.0,0.0
0.15510964,0.094154129,0.0,0.0
0.10646126,0.0802683,0.0,0.0
0.055081757,0.10356158,0.0,0.0
0.071930522,0.074578817,0.0,0.0
0.10160709,0.1661385,0.0,0.0
0.034597688,0.23906903,0.0,0.0
0.069354164,0.083168504,0.0,0.0
0.071568149,0.052839379,0.0,0.0
0.093866927,0.073797019,0.0,0.0
0.058600341,0.13252547,0.0,0.0
0.070731888,0.065916614,0.0,0.0
0.054387499,0.14389232,0.0,0.0
0.12628935,0.070405966,0.0,0.0
0.060241182,0.039849718,0.0,0.0
0.20775226,0.047349762,0.0,0.0
0.39387942,0.067014924,0.0,0.0
0.16944025,0.14141428,0.0,0.0
0.13485548,0.27912184,0.0,0.0
0.18822858,0.22765544,0.0,0.0
0.066670833,0.14470314,0.0,0.0
0.044485953,0.1904731,0.0,0.0
0.11667905,0.21044002,0.0,0.0
0.050803543,0.12716131,0.0,0.0
0.093600214,0.17678518,0.0,0.0
0.046497312,0.1992511,0.0,0.0
0.059245253,0.077336925,0.0,0.0
0.032557641,0.080156098,0.0,0.0
0.019874607,0.11230316,0.0,0.0
0.018920888,0.07993122,0.0,0.0
0.033105891,0.16573774,0.0,0.0
0.016911535,0.25229744,0.0,0.0
0.015297059,0.18971821,0.0,0.0
0.017233688,0.075848533,0.0,0.0
0.019899749,0.067941151,0.0,0.0
0.017204651,0.022405357,0.0,0.0
0.015231546,0.081767964,0.0,0.0
0.012884099,0.049588305,0.0,0.0
0.025670995,0.049162994,0.0,0.0
0.037336309,0.047927028,0.0,0.0
0.10722406,0.085486841,0.0,0.0
0.027658633,0.19946428,0.0,0.0
0.017521415,0.1604556,0.0,0.0
0.039166312,0.32575144,0.0,0.0
0.036262929,0.20578873,0.0,0.0
0.018601075,0.12871674,0.0,0.0
0.018973666,0.03232646,0.0,0.0
